Fix time interval of version 4.x,,,,,,,,,,,,,,,,,,,,,
,v4.0..v4.0.9,v4.1..v4.1.52,v4.2..v4.2.8,v4.3..v4.3.6,v4.4..v4.4.216,v4.5..v4.5.7,v4.6..v4.6.7,v4.7..v4.7.9,v4.8..v4.8.17,v4.9..v4.9.216,v4.10..v4.10.17,v4.11..v4.11.12,v4.12..v4.12.14,v4.13..v4.13.16,v4.14..v4.14.173,v4.15..v4.15.18,v4.16..v4.16.18,v4.17..v4.17.19,v4.18..v4.18.20,v4.19..v4.19.109,v4.20..v4.20.17
222,,18982,13877,,17987,1,129169,13669,1777,9251,144,127,1,892,2931,4723,15106,1,47561,1643,4687
223,,3495,59250,,60948,278,86886,58398,16912,8082,80219,142,47025,647,3266,24883,0,1,1999,1,31061
224,,2,1538,,506,20024,0,147281,43318,4364,327,4600,9689,23641,34,49259,1156,3579,27756,62619,40852
225,,174883,2450,,6255,3,11056,26003,99265,3708,5240,1929,15793,104,2350,956,337,1121,3408,8450,27115
226,,66987,9499,,2849,9987,9752,15447,13522,44911,10845,57084,2867,11978,1,1,2876,3274,18094,71665,4903
227,,57244,9156,,2524,4293,69635,5668,76542,429,153,15452,2,33751,1,1,0,37166,38074,64043,801
228,,3434,13575,,8990,3800,8136,2,11306,7127,50655,3891,4509,29747,10615,4043,2493,0,1982,1,6701
229,,4222,29753,,34788,161900,0,38184,3692,32059,11700,4515,1210,1769,14679,6927,566,11940,16371,52727,35864
230,,35156,0,,19456,80636,1,28560,56934,10873,8333,442,1325,2867,34748,32117,16321,131,5805,32481,4594
231,,45756,10345,,18600,3169,3430,86,4577,35468,12520,5744,12334,60681,1975,30700,16696,5093,70,1199,13176
232,,9813,8877,,12258,6441,24566,39146,6575,8267,57971,35260,19452,1360,9210,1,1,6247,54262,3304,19693
233,,2553,7579,,11582,1,64457,22354,4927,1589,18239,18166,43097,9808,6844,8095,25509,26,23142,2520,45476
234,,2630,9047,,61956,60518,181209,14855,2184,106853,5651,10849,7116,5711,1,9017,6443,3676,1942,1427,33651
235,,8063,8,,23017,13310,142620,10240,14008,34305,1,16694,2420,62263,9274,1484,1601,5027,10019,3620,48159
236,,561,1596,,8558,4482,24150,53883,4616,40981,1,1875,3855,235,11454,17904,11992,1,1020,2716,14033
237,,14358,9289,,40136,78086,97474,12279,679,5285,1,4618,4190,22392,38533,664,4509,2151,68245,56,3177
238,,71632,19629,,38615,15692,180872,0,5536,154,1,0,5276,4942,6978,22,5421,68842,6544,26093,5694
239,,1,40321,,128402,147100,50497,17,35865,6407,8212,1,16451,6575,283,6149,22462,2,153442,1628,0
240,,7974,1613,,8061,10525,23,4035,2231,1,1877,1,121349,853,1074,241045,1098,2266,3426,39751,85802
241,,1583,1293,,13452,985,39309,1,640,6089,46777,1,33368,694,0,9527,31795,0,1,1232,10814
242,,50161,89864,,1018,6336,60005,1,2264,0,1396,1,62528,21319,715,11379,6686,3026,1,4305,27908
243,,16052,213516,,19224,4193,207203,1,0,0,28103,2963,7459,30173,0,60815,7303,1,40655,9811,198
244,,4280,43750,,48979,159970,30777,0,0,7529,63651,2,35738,1,1388,11582,6244,1,36455,5676,296
245,,43350,17534,,7232,241,31848,7970,100,1,2554,24321,37797,104116,5920,20726,8433,1,1539,8756,4
246,,19300,12140,,2480,158004,65281,1,2968,8696,30,30511,10701,8354,396,51138,15517,6861,16106,6510,2685
247,,110022,6221,,1892,6027,19465,2303,5392,34490,1,4455,6737,8137,12371,6193,609,2348,4173,1,1
248,,23750,45220,,1633,6507,77551,147,23405,17633,304,1,1359,16964,2726,2,5119,735,2289,3,1
249,,10578,86869,,2307,3399,3,634,9918,6491,11224,318,79902,43247,2015,0,0,248,362,7692,1
250,,35531,95597,,612,0,169880,1830,44404,1892,228,1,10402,20156,1761,4315,3328,5980,11383,0,2
251,,708,12622,,2461,5273,8271,3,2246,63000,26,4493,1333,0,2154,3741,1,3287,3225,48,1
252,,4425,168201,,12389,742,4680,7862,8918,0,41,8907,22888,3930,2141,11279,480,20,2,1651,1
253,,10975,68631,,9789,17164,261335,76,4855,5052,1086,10580,57522,1,8842,1833,3183,12152,1,1,21457
254,,38434,15623,,38330,49795,7758,13996,6086,3310,3329,1895,76407,1,3347,14134,21846,1930,171,2,11040
255,,22720,1417,,4129,13044,54469,0,5197,187,5576,22276,2118,23455,39905,30755,1,10737,54429,1,23885
256,,7035,612,,938,10579,110796,0,2687,3654,27042,27845,9414,13053,596,27896,1,875,14404,1,72335
257,,14925,5163,,5354,14242,101032,41510,10580,1996,38190,0,1021,10589,5954,854,1,1,455,1,2791
258,,5651,40226,,5,51788,37121,2592,46985,599,3956,11915,8086,10638,12810,1552,1,6388,8726,1,32
259,,64850,4,,4,444,361739,6699,16935,82,20185,281,20709,489,1578,1897,704,24056,10366,40597,1
260,,8604,27095,,1898,14986,6,1040,4203,1,64046,8604,125441,11268,305,55615,2455,9121,6684,7,1
261,,4840,61067,,775,3421,85280,12232,91930,6606,12402,4330,13043,40,2390,9939,10408,2776,3726,4201,2221
262,,60,15663,,5744,5114,697713,6817,60858,3641,5023,13,27147,9424,2,8041,441,670,339,1637,11290
263,,19430,14886,,3044,23372,3,6763,63302,5476,59016,2925,46901,875,2274,1075,436,1708,1,1,68480
264,,9024,38593,,6399,397,,5788,18016,49450,8340,3496,91,153,280,2345,15464,1686,33187,1129,139
265,,8645,44384,,1,44927,,3394,2762,12973,18085,5850,27558,0,10451,4340,3170,8099,5903,4141,5751
266,,3333,4892,,4,8966,,50981,730,12351,14053,66514,13144,80,51329,5651,425,1346,808,4426,10753
267,,61403,71075,,3414,15349,,89536,2994,4971,43371,15,40923,2139,6610,235453,726,1365,8412,1,6356
268,,2,1553,,310,14194,,72889,9543,9935,18705,36546,6403,1515,6505,2282,498,1660,130,992,25437
269,,1,8771,,40367,13196,,487,7943,1609,1100,78749,3797,1821,1316,966,3,110,12921,1,0
270,,72117,393,,7126,96824,,4,49,317,3782,59481,5465,59274,3601,21520,4,92,638,1223,43356
271,,1957,11664,,29349,927,,4335,4860,46000,6481,1731,1744,632,2898,26916,23807,1742,803,1883,5367
272,,60746,58527,,45635,54337,,29738,133,27302,4560,6370,5274,2875,5948,28052,8665,874,0,758,3668
273,,18789,199103,,26164,62102,,1243,4662,1,268,2250,1972,9746,128,26982,9413,13206,0,8154,0
274,,11933,12255,,23159,4628,,56833,19434,1,2433,2645,19087,6806,8270,13241,21633,17110,0,8,20812
275,,100550,61090,,7886,88086,,10008,2137,0,21935,47839,9514,14275,9174,1,374,9758,0,17854,210
276,,56847,1168,,93991,1243,,3350,35017,0,26185,5915,45600,1,11092,5791,4941,15173,23662,1256,73195
277,,6244,1,,42291,6380,,548,12269,0,4539,1547,3139,6104,8550,6584,14325,8416,5988,8093,20377
278,,660,15791,,18249,9822,,8488,766,0,2830,11469,8,58114,1,1174,1,1081,31352,0,13817
279,,6343,98588,,12116,1,,1,9719,9393,12549,3911,20,11227,1,19830,2615,89365,537,36678,30733
280,,7947,49922,,1838,53429,,2341,596,44339,1012,26100,3,419,1,62010,1762,464,1435,2920,310
281,,54696,13485,,54662,19179,,10513,1,6176,4228,45979,12,63906,12352,2044,1090,133924,31796,16208,2499
282,,22525,8,,4995,23952,,570,1,60,6473,1225,999,1571,7692,529,1,0,11736,1316,813
283,,3949,12283,,25186,44767,,4621,1,86988,387,1812,1905,1107,3789,39871,1,26939,46710,0,7254
284,,5260,61000,,37972,3282,,28548,1,12113,1741,3801,8393,4114,2522,3,1,2907,89741,137,811
285,,6965,71634,,17649,4858,,20991,1,64844,4107,1,10723,8000,1686,2,1447,8675,14732,24129,8093
286,,1,105117,,33177,9817,,21012,1,3205,6715,96,644,6050,1193,913,132,8806,75118,16048,6393
287,,976,120252,,1,2962,,391,1,3300,3471,827,4581,63047,2762,11139,2891,2131,11989,79346,1
288,,8003,4720,,32298,1619,,1,793,6482,51835,3765,7451,63,0,96,58186,1,55672,57929,1814
289,,51465,62652,,27935,3218,,700,3749,242,12309,9278,50065,30508,2561,0,1,0,7515,59606,42676
290,,17834,8545,,692,631,,930,2435,1604,498,7992,4115,58392,6941,321,5347,1,6781,1,1828
291,,69319,430,,13714,51470,,60535,551,8167,8612,3776,824,91445,35,8419,6818,386,12978,1093,2832
292,,8041,91446,,6761,4313,,32070,28668,6071,3597,15726,12549,1615,2605,4177,1,12636,69316,631,16148
293,,15137,43472,,71656,1,,4531,32777,4139,59832,37075,17889,3136,3317,8148,1,3055,9591,2258,4042
294,,2,34376,,66435,33313,,9783,9435,30,1350,7909,39184,6050,4216,6443,1,8340,809,3589,2553
295,,78413,63939,,28422,1259,,1,269,66,20141,1544,16382,2618,76784,41317,1,39972,2062,6145,1
296,,74354,1,,6056,8637,,1,1098,3,11047,2416,4460,79398,1364,949,3,12497,2430,4638,1
297,,80250,88216,,80032,46611,,43871,2486,66,1,9913,13880,1931,445,2983,7684,767,4516,14518,1
298,,78766,426,,165938,152939,,0,525,4441,136273,15742,55960,8192,1,2799,5075,1,24444,13196,1
299,,21501,170764,,2870,35794,,2466,3796,0,15066,1,11830,0,0,937,12138,0,26023,9863,21421
300,,6380,24079,,3345,65227,,205,62980,0,23839,10209,213934,2227,3044,5306,49943,1,18577,16,10742
301,,72676,63115,,4744,7595,,2983,7168,0,40097,85969,36086,4,1,10920,1951,1,1986,31727,33363
302,,26050,4279,,146,5527,,9,3183,59462,246,60180,9340,19,0,3556,161,1,816,3011,2210
303,,78284,9684,,4085,21564,,3163,3627,17840,4281,34421,231,26,1316,64124,24172,7084,239,3348,1460
304,,12712,87296,,806,6556,,7456,0,5146,0,123882,3750,13,7645,17191,1,3296,5673,16132,9970
305,,40323,33238,,9291,45723,,5549,5896,4517,27132,1,1872,3,100950,63867,67576,8508,6441,13501,664
306,,16843,148892,,3,3419,,1,0,2977,1,16699,3599,6,8059,6948,12296,3709,2574,1261,12882
307,,8169,142148,,11507,1,,164069,4048,58114,2,265,0,67,4788,47964,11066,12689,675,46788,18573
308,,10032,118732,,7739,2621,,55716,59339,5947,0,3831,3935,11665,0,21182,50198,36242,6,2791,305
309,,8218,81112,,16159,14455,,20243,12118,6055,1,64141,63001,55802,99,6951,1803,0,1193,8163,1319
310,,51128,56439,,0,4772,,2293,3558,291,20821,4523,11152,1,18804,20099,425,3497,1288,6214,28931
311,,14506,13632,,9763,5841,,5506,3488,0,1,2,3216,244,4857,1689,3634,938,23024,740,30704
312,,1050,2,,4123,1,,0,3061,1973,50208,11117,0,13260,0,197,4781,9503,47350,1,12570
313,,2,9010,,7162,1,,7271,3584,94,6855,6756,9819,2918,677,70701,0,689,6200,301,14948
314,,1,1,,11830,71579,,4221,49,1912,1,3506,49859,4110,2,1980,3571,3775,9758,2198,30516
315,,1,1,,4292,5343,,22,11858,1422,1,2894,15781,15853,2,12138,6092,735,175,4179,41409
316,,1,187,,17568,8,,382,72,4332,3375,55324,759,40929,1,993,1,9383,0,2491,3589
317,,2569,32473,,15152,6,,39,33227,2607,0,144,9746,27933,3009,3071,1,22497,15492,26,53784
318,,6648,2,,28955,16070,,35,20971,1,1,2850,83683,15292,0,2763,1,38276,62449,6087,3682
319,,100683,0,,9182,60235,,2675,8821,27194,8547,21634,9009,16630,3597,10443,1,9068,68333,10860,0
320,,239369,2,,9713,36069,,17498,102510,31476,0,807,26859,57507,1,2092,327,6885,47831,4490,3412
321,,21614,49283,,7088,32275,,11978,0,4120,15648,3772,75554,2379,10374,12892,1855,3519,35656,34352,1291
322,,32301,23302,,8766,2587,,26056,12517,2225,41117,1691,132036,2,3639,5874,388,1784,7170,20458,3655
323,,16012,314239,,71936,181589,,4413,1,38,90451,23438,6636,4625,337,40532,1,15123,11957,5464,6389
324,,5017,8578,,6126,15968,,8321,1,13731,15149,1,8453,2147,896,1755,4076,25174,2212,597,18096
325,,39452,11410,,58557,30805,,10240,10785,18418,2226,45451,1067,57086,3937,8,11,1,3750,2818,1453
326,,37604,10572,,2663,33591,,1396,1,7738,44,2696,5175,117164,1599,8914,106,23267,30,58837,6896
327,,8380,71331,,15208,3785,,687,1,39827,3758,6783,4030,45431,5775,2418,66,356,16,2272,24510
328,,91032,77354,,7891,15759,,187,1777,5372,58365,51280,3531,252,13315,1903,9149,24129,0,10663,12375
329,,5072,30200,,67789,4482,,3270,28174,24463,806,14028,40080,1014,5877,386,6959,16135,266,0,4898
330,,6532,0,,10400,567,,56681,10273,63842,13087,4105,15836,4992,1,2879,1,54191,2385,16694,2351
331,,20951,132767,,44304,1054,,3246,794,49323,2837,3560,7613,4371,498,1268,1135,36052,2790,2471,1
332,,143202,14280,,6,8920,,10677,1933,120392,2,18191,16798,3163,12639,17664,1764,2480,33129,0,0
333,,89770,29583,,12,69959,,2050,5512,1502,1914,29582,3768,494,29,43332,1,43826,22032,16646,0
334,,1,97291,,22037,8669,,12521,6311,1,2,132892,3530,131,6919,3302,47384,83563,5946,52776,529
335,,65092,385164,,11676,57867,,896,16441,1,7016,66851,25611,200,9931,131,3058,1292,1237,11273,735
336,,3137,348878,,76019,4470,,10554,17256,1,899,14630,31874,178,2652,3425,5857,1,31051,8728,3946
337,,18872,43912,,4302,1,,52789,34901,1,315,13018,2482,66,3180,328,606,7679,2225,16455,1801
338,,694,,,3426,2,,37,18531,1,2314,58846,7918,243,12518,263,3510,0,750,14,3733
339,,1058,,,17100,516,,12207,876,1,1,25090,4024,2897,0,375,572,10966,5575,43388,3
340,,13463,,,10320,19774,,6,1,1,28317,1273,3158,2803,1285,12743,747,10640,2059,6330,0
341,,51790,,,253,3,,3,22616,1,51688,23883,0,348,59,20380,409,11064,5076,7648,7
342,,27664,,,5679,8,,14,1742,9332,51971,32505,1094,866,479,1617,763,1373,6510,40934,21
343,,71147,,,15953,6,,89188,628,6323,38926,17569,791,0,4,43623,326,1,36813,3,2615
344,,74417,,,38581,61487,,2491,39811,6077,10366,2850,6742,282,3408,243,31,1,7634,1,2460
345,,1216,,,5,211240,,25636,4318,2550,5748,14176,4154,47,1781,10448,402,45708,5371,0,2
346,,2631,,,15798,6,,59240,13134,6085,8648,7547,1,5787,3442,2341,4617,4543,355,22952,1
347,,206578,,,724,48225,,4394,8,62259,38153,64156,74839,22650,2160,2164,3,4592,8750,4947,7
348,,161263,,,9087,41009,,22261,152,1,5919,6091,2835,1,9937,2189,4553,4960,55570,6281,5051
349,,57616,,,5885,48526,,40466,5044,11182,4391,1315,6747,0,4087,2953,7558,555,3045,0,1961
350,,13959,,,13002,3742,,1,68320,3852,652,1219,58342,0,16086,0,1627,2210,4377,0,0
351,,2174,,,7165,84818,,28121,18541,7994,81,6264,691,48134,19174,312,818,1136,5967,5476,5615
352,,35537,,,2153,5234,,9674,1,16023,446,316,4685,275,7308,1429,0,0,10771,2375,6841
353,,141212,,,11,2538,,37043,4,38415,1,11888,5286,10105,487,4270,13641,364,12635,4,4465
354,,0,,,31021,7202,,13101,8,1161,1,21485,3260,7550,3607,5387,790,6334,9655,8037,4051
355,,77088,,,0,71508,,6853,1,594,1,28646,397,7521,102,5213,28210,4187,678,5293,2583
356,,251137,,,3584,14360,,5631,1,19018,1,807,2112,3955,3000,7210,2111,53277,47649,1044,0
357,,33217,,,12784,2491,,1240,3,4704,1,1627,3,63869,1946,38407,1985,8055,1291,1123,31199
358,,24640,,,12664,3,,10064,2,14987,2919,2174,4,1,0,11273,0,187,6408,4462,438
359,,31295,,,1111,64314,,100184,1639,33998,4351,7669,9,3384,1795,29013,3464,3682,10271,3986,59
360,,14416,,,17495,30065,,39561,1084,12092,489,20,6,3672,1404,151,2940,3239,5446,44657,2200
361,,160,,,33582,62187,,7625,1449,718,3919,12,4,27113,1,24,734,194,151324,2713,885
362,,21179,,,791,32288,,11996,6,24826,226,6,0,40914,1,50411,9382,7606,3773,2454,1164
363,,51816,,,31360,247448,,93477,35,684,1920,441,6030,29323,8685,27188,2033,3066,2177,1603,22029
364,,9474,,,5288,2867,,9,1027,10057,331,2549,72050,51733,4062,29644,21129,2472,26119,4012,0
365,,7912,,,47768,256611,,3,8670,9965,6589,3035,0,1350,297,32078,1,3264,1376,15,0
366,,2582,,,1386,318992,,14,49236,36430,14050,8176,9556,7866,3189,4939,1,912,1,23,6730
367,,9271,,,977,1,,6,2354,0,29295,12113,87475,9224,26,7414,12732,47376,1,4551,4443
368,,54500,,,2599,47509,,16309,1218,0,2844,41042,68827,4050,406,1730,48998,10810,1,3402,1559
369,,4926,,,509,93,,69608,2419,35808,4478,0,76384,1098,11,4457,405,6778,1,41,7963
370,,14870,,,180,40730,,15636,9948,64947,13840,107938,5055,2950,26,1244,3135,1175,52745,4737,32816
371,,6946,,,2735,96502,,4813,9457,188293,6729,22367,15148,9300,16721,1619,2208,927,1,0,10917
372,,171295,,,5555,91913,,2778,5443,52823,2752,27479,5571,166104,35456,1956,7,562,2148,10654,4820
373,,59180,,,76090,,,228063,52532,32345,6540,22910,681,2734,6095,0,10,780,139,1478,113
374,,5872,,,165254,,,6226,15839,1562,0,24617,29030,61772,8741,14583,8,1587,22925,4465,3091
375,,20714,,,1,,,6661,16581,66322,1,20214,1571,803,10612,0,141,1,1,2292,4069
376,,61992,,,2961,,,74962,155580,7134,5410,4694,45618,19825,0,1037,377,941,358,19436,1
377,,416,,,17713,,,876,4211,1,63085,37037,2446,758,6827,760,678,2016,625,1,77
378,,3951,,,1606,,,64806,0,1,1447,18221,9156,5339,2,290,103752,5404,2863,23579,2010
379,,9239,,,2,,,18170,15625,3,6655,4296,7455,1,1957,29009,52744,1,1550,114,1607
380,,12340,,,1,,,3954,7459,1,4775,8699,60385,60393,1137,0,1,1414,7753,13343,6221
381,,8504,,,0,,,14353,9684,439,5929,57746,2887,0,1,10797,148,1,43889,8068,4640
382,,5595,,,333,,,1553,38071,53,18955,15716,0,0,1,5152,23145,1,1078,11,5951
383,,11385,,,334,,,150206,3638,70,41086,61565,0,1213,1,12013,51301,307,3208,4688,84
384,,47521,,,1,,,248641,887,1,2624,5807,1553,2126,2,2160,1357,8494,2912,7013,396
385,,176,,,1058,,,3758,501,100,61,125,11772,8501,1,2921,5061,2376,7835,4778,3311
386,,13864,,,4631,,,29892,197,1,48,11731,1435,6211,234,0,8269,39971,2867,574,5063
387,,18165,,,9334,,,1,1415,1,148,10274,713,13992,20710,191,3958,7718,50,39112,5205
388,,32083,,,5828,,,1,6369,1,220,54357,0,42906,8005,4,3,4274,5230,7752,20112
389,,17940,,,63373,,,3,64417,1,4590,7989,284,0,24968,85,241,586,731,115,1
390,,8680,,,3,,,1,24513,2,2889,0,2883,17884,10783,3,4967,1645,2,5417,1
391,,62844,,,20972,,,52348,6867,4,1,2199,4666,10175,719,8051,11040,4,742,6822,4610
392,,15125,,,70781,,,1,2304,1,33579,0,53920,4424,6809,3545,960,172,169,6598,18796
393,,20141,,,6782,,,9206,56705,6198,47032,809,19519,14953,1497,6911,2829,0,1650,1829,5786
394,,49904,,,16588,,,8470,26260,4215,2209,35034,1929,2831,12,5398,8304,3198,4494,6540,106
395,,2370,,,42895,,,4226,27833,10820,4230,58776,3143,53069,673,1,7051,3,5215,11,2063
396,,110641,,,4196,,,274,3157,1,738,3329,6,1319,744,46780,1054,1,782,1340,82
397,,78889,,,19590,,,6906,40919,4839,523,35422,4,2581,2229,5200,0,468,10090,10431,1
398,,4750,,,73587,,,56879,10562,14601,3220,30851,3,2760,5251,1,40082,1733,2823,5885,718
399,,12829,,,121,,,95918,1492,52108,5759,1893,1111,0,6018,1,5625,3968,29553,1560,1905
400,,3687,,,2068,,,87848,10768,6725,87220,27859,2998,19023,2424,0,8332,221,2014,18619,7051
401,,55056,,,1746,,,68909,83330,1,1,59898,20673,2018,6597,1,1635,116,4655,20026,832
402,,12018,,,66982,,,18275,152282,1,17405,5965,134617,7552,11384,3580,269,2293,2346,1,3093
403,,7317,,,1,,,166336,11209,1,15,0,80027,36431,126765,13766,6139,7678,6153,1,2726
404,,163,,,1,,,12855,0,1,46957,60294,1129,0,19724,828,1703,31369,1866,2618,14785
405,,15388,,,5596,,,17,17222,90563,82956,9954,13480,29693,5296,3584,28,84337,877,7713,12356
406,,41838,,,2665,,,15,49086,14862,586,49174,15327,63072,3921,10697,4498,39091,4987,3020,32955
407,,18161,,,88690,,,3,2138,121506,577,11716,63124,92619,45685,697,516,35227,3106,10093,11770
408,,9288,,,77689,,,6,10813,32579,1,47737,76339,110819,945,40791,828,37844,3917,0,0
409,,83558,,,4213,,,2,434,52572,15753,388,11402,46775,1961,9353,1514,15667,0,0,19978
410,,69557,,,79603,,,6,2554,8309,7107,92,18596,0,2680,1439,12910,4907,14552,0,17127
411,,2723,,,2710,,,13471,1479,1833,4206,94060,63200,14620,6051,0,37678,4589,8448,3453,30288
412,,14976,,,11267,,,62240,2582,5117,8810,1630,1771,12787,1158,0,1438,957,1,21588,45622
413,,7652,,,6262,,,31760,11998,6327,3780,5921,5162,1810,1,8645,200,719,2170,6543,1161
414,,167726,,,11574,,,42934,13209,9318,56292,5260,10624,591,1,30,4561,2558,44794,31137,39255
415,,86465,,,21689,,,0,19943,26448,1,51587,4,16494,354,1,1009,2054,2007,13232,6177
416,,2299,,,0,,,15556,25515,30208,1323,5509,67021,11451,2824,5223,2087,2558,2402,1872,7525
417,,5558,,,1643,,,96466,19115,8438,2517,275,2017,32422,2781,11279,2048,818,1715,37,850
418,,71286,,,55961,,,1,2282,1453,2665,2420,0,3196,32168,6190,6470,3019,7394,25414,1386
419,,959,,,1651,,,1,2300,5216,4421,7750,5,22665,31664,28551,3077,1,19669,0,1289
420,,13877,,,106845,,,54314,0,1741,1,5,0,69389,7150,17575,1884,3582,760,60511,0
421,,59250,,,57730,,,30606,19910,8166,1,237594,3372,18369,1281,4395,8748,5065,1,36482,1
422,,1538,,,93169,,,6116,42789,291,1,18075,23588,8571,3177,1,0,1,1,24332,1
423,,2450,,,232142,,,3556,4,1,1,10158,109388,211,10888,8272,2799,45603,0,12998,7348
424,,9499,,,22301,,,9119,12,1,1,37063,120407,230,2096,15847,30579,2491,0,5158,5928
425,,49451,,,7338,,,9009,9,1,1,30943,7565,6863,2211,1,18715,2759,1,10597,5310
426,,3033,,,6628,,,169387,9,1,1,684,73832,9516,2411,54027,158,14554,1,6918,107
427,,0,,,13159,,,161595,1774,1,4508,2411,33882,72644,139,37661,3266,6244,42589,3,5745
428,,10345,,,55307,,,63639,879,3,66587,4209,139356,1471,610,15927,12413,4149,2917,9551,8008
429,,16456,,,18839,,,10102,1,1,1389,2474,89816,5605,847,39543,228,5,5640,1088,4926
430,,9047,,,80372,,,2637,84286,1,3645,3958,4142,0,0,0,1988,5,3959,15290,2
431,,1604,,,2866,,,59182,5859,1,8333,28394,15206,42041,1,0,639,18354,32393,0,32792
432,,9289,,,52945,,,109836,2582,1,2492,33436,1465,4671,0,31067,1500,34074,8046,34640,1991
433,,19629,,,1,,,182344,11883,1,3592,24545,13,86076,0,46533,6717,1,35434,921,856
434,,40321,,,1,,,69877,1,2,50983,14796,149,7169,0,8186,1448,1,81841,1554,3259
435,,1613,,,20302,,,332190,9598,3,13523,14614,0,12346,2,3968,0,2013,12364,8527,1041
436,,1293,,,3,,,,55884,2,2552,5489,18737,1,421,641,9021,4824,9771,1,5378
437,,89864,,,9987,,,,15321,1,6823,0,0,76243,1739,4321,3743,1,3829,1,10319
438,,213516,,,4293,,,,1289,1,0,38044,329382,1774,1,4615,7262,4987,67332,3017,0
439,,61284,,,85455,,,,95277,1,14,2041,58302,13881,1,649,3275,3783,219,1,0
440,,63581,,,80245,,,,14042,5625,7576,748,26316,3073,2239,1,42060,1282,1,8893,0
441,,86869,,,0,,,,15999,4,5034,83608,,0,281,1,0,10069,2898,1284,2190
442,,95597,,,80636,,,,33494,2547,2596,10478,,6717,1446,1,0,906,932,2399,12232
443,,12622,,,3169,,,,6078,7636,1853,5010,,1,208,1030,0,6517,0,582,1665
444,,168201,,,6441,,,,5010,10304,77594,9,,7500,580,0,6062,47,3846,0,7158
445,,84254,,,1,,,,1319,44062,13120,2,,1271,710,8898,1860,20316,3206,351,36089
